LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,REALGDPFORECAST,TOT,AGRWTH,A,2017,2.2170102673,
USA,REALGDPFORECAST,TOT,AGRWTH,A,2018,2.8946180058,
USA,REALGDPFORECAST,TOT,AGRWTH,A,2019,2.7145594719,
USA,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.1286556348,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2009,-0.0503048719,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2010,7.5438027255,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2011,4.0862254089,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2012,1.8595304656,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2013,2.9752321494,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2014,0.5050235764,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2015,-3.5527738783,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2016,-3.4423280773,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2017,1.0454804035,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2018,1.1640644299,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2019,2.1287322489,
BRA,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.4046792218,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2009,-1.5528777236,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2010,5.8866787283,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.0391290576,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2012,5.3849201067,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2013,4.0960764221,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2014,1.7531253246,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.2848874482,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2016,1.1892540754,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2017,1.6451818693,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2018,4.1491414574,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.6759147984,
CHL,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.4324150621,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2009,9.39608244,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2010,10.63926667,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2011,9.53720934,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2012,7.85755083,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2013,7.75533608,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2014,7.30949179,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2015,6.92,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2016,6.7,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2017,6.9,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2018,6.5532590936,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2019,6.3039535822,
CHN,REALGDPFORECAST,TOT,AGRWTH,A,2020,6.0183130946,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2009,-14.2110422223,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2010,1.6506749033,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2011,7.546100781,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2012,4.3253748449,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2013,1.994887703,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2014,2.7849096946,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.0612446086,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2016,3.4974753852,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2017,4.7402652304,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2018,3.2898912587,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.4795315299,
EST,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.2729840858,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2009,8.4797838969,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2010,10.2599630646,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.6383638,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2012,5.4563875516,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2013,6.3861064009,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2014,7.4102276052,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2015,8.1544250278,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2016,7.1126860973,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2017,6.6811822818,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2018,7.5369123917,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2019,7.251853595,
IND,REALGDPFORECAST,TOT,AGRWTH,A,2020,7.3562567534,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2009,4.7017685171,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2010,6.3776256857,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.1697842077,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2012,6.0300506531,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2013,5.5572636889,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2014,5.0066684258,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2015,4.8763223002,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2016,5.0332795915,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2017,5.0676802741,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2018,5.1995432226,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2019,5.164687108,
IDN,REALGDPFORECAST,TOT,AGRWTH,A,2020,5.1246662544,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2009,1.3284588136,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2010,5.4855182619,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2011,5.6249426122,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2012,2.1616479913,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2013,4.2976625165,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2014,3.8797806451,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.5230832284,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2016,4.0075239829,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2017,3.4377185213,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2018,3.5914619356,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.5296994297,
ISR,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.2956370398,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2009,-7.8208849817,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2010,4.5037256436,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2011,4.1371976662,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2012,3.6559013147,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2013,1.7853545823,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2014,0.7386006613,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2015,-2.828240761,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2016,-0.1032507666,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2017,1.5456301439,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2018,1.6337870552,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2019,1.4584503418,
RUS,REALGDPFORECAST,TOT,AGRWTH,A,2020,1.7527238373,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2009,-7.7972765615,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2010,1.2377559658,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2011,0.6493669638,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2012,-2.6695821622,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2013,-1.1320548867,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2014,2.9505651201,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.304895775,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2016,3.0680871415,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2017,4.880537576,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2018,4.4360976539,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.5607062271,
SVN,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.6678958627,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2009,-1.5381008639,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2010,3.0397770628,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2011,3.2843551132,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2012,2.2132055359,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2013,2.485202145,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2014,1.846982089,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2015,1.2795457007,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2016,0.5653451176,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2017,1.31674036,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2018,0.7326737628,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2019,1.6538492788,
ZAF,REALGDPFORECAST,TOT,AGRWTH,A,2020,1.7693804103,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2009,-0.5344115601,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2010,5.3592879018,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2011,4.1642074805,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2012,3.2704752695,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2013,3.3568516986,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2014,3.4571525171,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2015,3.2837956498,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2016,3.0975969011,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2017,3.6323730589,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2018,3.6580239871,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.5415341103,
WLD,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.5005905353,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2009,-3.4043604373,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2010,2.9791439297,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2011,2.0212907287,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2012,1.3685682251,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2013,1.5893356614,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2014,2.1665660143,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.5451510353,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2016,1.8402341844,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2017,2.5422820975,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2018,2.3695347217,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2019,2.1156446282,
OECD,REALGDPFORECAST,TOT,AGRWTH,A,2020,1.9356273561,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2009,1.2054221177,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2010,4.3475532501,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2011,7.3625309064,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2012,3.9030542158,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2013,4.5668697854,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2014,4.7283122429,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.9559458992,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2016,1.96261428,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2017,1.7891925507,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2018,2.8273394632,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.2868352287,
COL,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.3774930982,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2009,-14.4016917831,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2010,-3.9406703056,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.3810212589,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2012,4.034628375,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2013,2.4298512085,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2014,1.8582436517,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.9717038316,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2016,2.0643812961,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2017,4.6364796214,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2018,4.688024244,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.8859065949,
LVA,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.3358163355,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2009,-14.8141630607,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2010,1.6398193675,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.0431307765,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2012,3.8269541776,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2013,3.4985807403,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2014,3.5375858162,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.0206279081,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2016,2.3531813075,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2017,4.1399486461,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2018,3.352024966,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2019,2.9462603112,
LTU,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.5566579001,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2009,-0.980980737,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2010,4.956787897,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2011,4.3093558887,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2012,4.7840241249,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2013,2.2723391064,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2014,3.5144927844,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2015,3.6376238976,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2016,4.2423794665,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2017,3.2811631878,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2018,2.9389064917,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2019,3.0020390892,
CRI,REALGDPFORECAST,TOT,AGRWTH,A,2020,3.3103201041,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2009,-5.91852508,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2010,10.1253981643,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2011,6.0039516849,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2012,-1.026420465,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2013,2.4053237882,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2014,-2.5126153209,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2015,2.7311598355,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2016,-1.8225421668,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2017,2.8544192173,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2018,-2.8336075507,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2019,-1.8730587841,
ARG,REALGDPFORECAST,TOT,AGRWTH,A,2020,2.2683243022,
